id,M500,M1000,M1500,M2000,M2500,M3000,M3500,M4000,M4500,M5000
ST00010689,3,8,17,19,18,19,17,34,44,60
ST00010690,3,7,15,26,18,19,15,41,61,59
ST00010691,3,9,18,18,18,28,36,48,54,37
ST00010700,4,12,9,21,19,36,43,44,50,43
ST00010717,1,3,10,11,23,10,26,29,32,47
ST00010159,4,13,11,14,15,19,21,39,52,61
ST00010789,2,6,7,6,17,15,15,19,27,28
ST00010790,1,3,13,17,13,26,25,21,46,33
ST00010791,5,6,8,6,8,12,15,27,22,33
ST00010792,4,8,7,5,10,11,14,29,20,34
ST00010793,3,6,7,6,8,2,16,20,29,23
ST00010796,1,5,14,11,17,23,23,19,36,52
ST00010801,6,4,7,8,6,11,13,26,23,31
ST00010805,0,11,10,10,8,20,19,29,29,23
ST00010806,2,7,6,13,27,24,19,20,26,36
ST00010834,3,6,7,21,16,23,25,26,20,38
ST00010839,3,6,8,18,18,23,27,23,30,31
ST00010869,4,7,5,7,8,15,7,28,21,30
ST00010886,1,7,8,14,8,18,21,25,24,29
ST00010887,3,3,12,11,21,12,22,31,25,29
ST00010888,0,6,6,4,10,6,7,20,24,27
ST00010889,1,3,7,5,6,8,6,16,14,33
ST00010897,3,6,6,17,18,17,26,26,24,29
ST00010983,3,3,10,12,26,28,14,20,18,42
ST00011005,1,8,7,4,17,13,14,22,23,25
ST00011023,1,1,3,6,11,8,14,14,20,32
ST00011032,4,9,17,16,25,28,29,52,53,48
ST00011033,3,9,21,12,23,33,37,49,49,42
ST00000132,4,11,9,21,20,32,46,43,51,40
ST00000146,2,10,14,24,23,14,22,42,59,66
ST00000147,0,6,16,18,17,32,29,32,31,45
ST00000151,0,11,11,11,12,21,26,40,34,45
ST00000156,1,5,9,19,25,20,26,27,44,48
ST00000157,0,11,13,18,20,29,27,34,40,51
ST00000158,3,8,6,10,5,7,16,21,32,30
ST00000372,5,9,15,16,21,37,40,50,46,45
ST00000487,2,4,8,12,25,28,17,15,20,36
ST00000611,2,9,18,18,25,15,30,41,53,52
ST00000612,2,4,4,12,24,20,22,16,22,30
ST00000613,1,5,9,16,28,25,32,20,58,42
ST00000618,0,7,12,13,20,18,23,28,19,43
ST00000667,2,7,15,21,17,21,21,25,36,66
ST00000668,1,11,4,10,14,17,20,22,23,36
ST00000669,1,9,10,13,12,18,28,28,43,34
ST00000763,1,1,1,5,10,7,10,15,17,32
ST00000776,4,6,6,6,7,14,9,23,26,27
ST00000903,1,14,16,17,24,32,43,45,55,52
ST00000963,2,7,3,6,8,5,12,13,27,29
ST00000904,3,12,12,11,14,20,31,34,43,59
ST00010285,1,8,10,20,20,17,28,21,26,19
ST00010286,3,7,13,20,16,23,30,21,24,26
ST00010287,1,7,9,19,26,23,18,25,25,23
ST00010288,4,9,9,16,17,14,19,24,22,18
ST00010289,2,8,17,18,16,22,23,30,18,29
ST00010290,2,12,14,16,21,38,25,24,36,23
ST00010310,3,8,15,14,15,17,19,20,25,23
ST00010314,3,3,11,20,23,15,21,22,20,29
ST00010315,3,8,17,11,13,20,17,17,23,21
ST00000199,1,0,4,4,8,14,17,13,16,7
ST00000200,2,5,11,15,16,21,35,34,30,36
ST00000201,2,8,8,11,17,30,34,27,35,35
ST00000232,0,7,10,13,13,23,24,20,38,26
ST00000233,0,4,1,19,10,14,15,15,15,15
ST00000234,2,6,12,9,15,14,14,18,14,19
ST00000246,2,5,12,12,17,32,44,25,40,35
ST00000269,0,8,13,15,32,25,33,41,42,27
ST00000270,1,12,11,14,12,12,21,18,19,24
ST00000271,2,6,7,14,13,12,10,14,20,15
ST00010322,0,4,5,15,11,14,19,19,18,23
ST00000272,1,8,6,14,11,16,9,10,21,17
ST00000273,2,4,8,14,13,10,8,14,20,12
ST00000291,2,8,10,10,18,28,32,30,34,35
ST00000301,0,6,6,5,10,10,14,11,17,23
ST00000302,0,11,12,18,16,15,22,19,23,28
ST00000303,3,2,16,11,23,15,20,18,23,21
ST00000375,2,6,16,11,12,17,18,31,30,23
ST00000376,1,9,6,16,11,9,16,20,27,27
ST00000453,4,9,15,15,21,40,21,26,22,27
ST00000547,4,6,10,15,17,16,22,24,16,19
ST00000643,1,2,2,6,7,5,14,8,12,18
ST00000644,1,1,1,4,5,8,9,19,12,10
ST00000645,1,0,2,2,7,4,10,9,18,13
ST00000652,3,2,12,11,6,20,18,21,16,21
ST00000377,3,3,9,22,16,19,20,26,21,24
ST00000378,3,4,8,22,15,20,18,25,22,25
ST00000705,4,9,8,17,16,15,20,23,22,19
ST00000855,1,9,12,25,15,24,21,27,25,17
ST00000869,1,8,15,7,17,11,18,15,24,16
ST00000962,3,9,16,17,16,31,26,23,23,20
ST00000978,2,6,7,10,13,14,19,18,19,23
ST00000977,1,3,2,5,11,11,21,8,12,17
ST00000996,1,2,5,13,18,18,16,17,30,35
ST00000995,1,6,13,11,15,15,20,25,31,27
ST00010332,2,9,9,22,31,19,38,25,13,21
ST00010333,0,7,17,15,18,27,22,18,17,29
ST00010334,3,2,10,7,12,15,19,20,16,22
ST00010398,0,6,13,10,11,17,19,17,20,13
ST00010399,2,3,6,8,13,10,21,17,17,20
ST00010400,4,6,10,18,18,17,20,21,22,15
ST00010401,1,6,9,11,13,14,15,17,21,15
ST00010402,1,6,21,13,22,23,18,28,24,20
ST00010403,2,7,15,19,21,26,25,29,20,14
ST00010432,0,2,5,11,13,14,14,17,19,14
ST00010433,4,3,8,12,9,12,16,12,23,27
ST00010450,1,8,11,14,11,10,19,18,12,21
ST00010451,2,4,8,14,18,20,21,18,20,21
ST00010452,2,3,11,9,18,9,8,20,15,14
ST00010453,2,2,9,13,14,17,16,22,28,25
ST00010457,3,6,9,8,11,15,15,16,21,28
ST00010475,0,5,7,9,16,13,16,19,21,15
ST00010476,1,7,11,11,16,14,24,25,33,25
ST00010482,0,8,2,7,8,16,11,19,19,10
ST00010488,5,7,9,15,16,13,25,25,13,21
ST00010489,0,7,9,21,16,22,16,28,20,31
ST00010508,2,8,10,20,30,25,34,25,16,24
ST00010509,0,8,14,15,22,35,28,30,35,31
ST00010510,2,7,14,10,20,26,36,26,33,30
ST00010511,2,6,10,17,14,31,41,29,39,40
ST00010520,2,10,8,12,21,34,26,40,34,37
ST00010521,0,4,18,23,26,20,34,40,41,20
ST00010533,3,3,9,20,17,20,18,26,21,24
ST00010548,1,2,10,17,12,18,17,21,22,35
ST00010549,0,12,8,9,20,19,23,40,28,32
ST00010029,1,11,7,18,9,24,30,30,25,36
ST00010586,4,7,12,11,15,19,18,22,14,20
ST00010587,4,9,11,10,12,19,19,19,18,20
ST00010604,2,8,15,16,21,14,18,24,26,23
ST00010605,0,2,10,7,14,18,15,12,17,21
ST00010606,1,9,14,10,17,15,25,26,31,21
ST00010616,0,8,10,19,31,30,18,26,17,23
ST00010631,0,8,13,25,29,22,30,32,30,36
ST00010632,1,12,4,19,22,25,25,28,24,19
ST00010652,1,6,10,15,10,20,23,19,20,22
ST00010653,3,7,15,16,22,15,20,24,28,18
ST00010654,3,6,18,15,23,23,25,27,26,10
ST00010674,2,5,15,11,24,16,21,17,24,23
ST00010676,0,3,8,16,14,8,22,10,15,20
ST00010683,3,5,8,7,11,13,10,17,20,25
ST00010712,1,3,9,10,21,24,17,18,24,18
ST00010713,1,0,2,8,8,10,23,25,14,19
ST00010714,0,1,1,3,4,6,11,20,21,31
ST00010747,3,14,12,17,24,21,32,20,33,23
ST00010773,2,6,6,11,13,9,11,19,24,23
ST00010802,1,6,9,16,15,19,11,25,17,20
ST00010816,0,9,11,27,17,27,28,24,20,16
ST00010817,3,7,14,18,29,30,28,25,19,28
ST00010818,0,6,8,19,17,19,16,24,30,39
ST00010844,0,3,7,12,11,11,16,18,17,17
ST00010849,2,12,13,17,21,38,25,23,37,23
ST00010864,1,0,0,7,10,7,16,22,19,17
ST00010901,4,15,10,17,25,19,30,22,29,31
ST00010902,3,12,10,19,18,33,28,27,17,27
ST00010929,2,5,12,13,16,6,15,19,14,16
ST00010930,4,3,13,15,14,22,18,25,18,17
ST00010931,1,8,8,11,12,17,26,23,25,40
ST00010941,0,8,10,21,26,33,31,15,30,27
ST00010945,1,8,17,19,15,20,22,30,26,24
ST00010946,3,8,14,12,9,19,19,16,21,24
ST00010951,0,3,3,6,6,13,10,14,15,9
ST00010987,1,8,13,11,14,13,19,27,27,28
ST00011001,3,6,9,8,12,12,13,15,20,30
ST00011002,3,10,9,11,19,23,32,29,24,40
ST00011003,1,4,7,5,10,13,15,12,14,17
ST00011014,4,6,10,17,13,22,21,20,23,14
ST00011015,1,5,8,6,14,15,12,6,18,18
ST00011019,1,4,8,13,14,27,20,22,15,21
ST00011020,0,1,0,2,2,3,2,14,15,27
ST00011031,2,6,13,13,21,28,38,18,32,33
ST00000152,0,4,9,13,13,10,23,21,20,21
ST00000197,2,6,5,11,12,8,9,18,20,25
ST00000198,0,5,7,10,11,14,14,14,19,21
ST00010376,2,10,9,14,27,32,46,28,55,56
ST00010377,4,10,9,24,31,47,53,51,41,50
ST00010378,5,7,14,23,27,28,44,50,54,63
ST00010379,4,7,18,20,21,29,41,50,61,78
ST00010380,2,9,9,18,52,45,62,46,54,48
ST00010381,1,6,13,20,44,44,50,69,51,51
ST00010542,6,6,12,22,28,39,46,56,54,54
ST00010667,5,5,17,22,23,31,45,60,57,62
ST00011029,3,10,14,21,28,47,54,51,39,44
ST00000784,5,11,15,11,16,23,25,40,55,76
ST00010382,8,11,6,14,15,26,35,49,53,58
ST00010383,6,12,9,16,13,22,37,47,59,62
ST00010384,4,12,17,13,13,21,26,41,60,81
ST00010492,4,11,10,19,17,29,37,61,65,69
ST00010493,5,13,9,11,13,20,36,37,44,65
ST00010543,5,9,10,14,20,32,41,41,63,51
ST00010722,5,7,14,21,26,34,43,56,63,59
ST00010723,9,9,7,15,15,26,37,47,55,59
ST00010808,2,8,18,14,21,24,44,66,65,65
ST00010843,6,10,10,17,19,27,37,59,60,74
ST00010873,5,10,12,7,22,27,34,39,41,64
ST00010881,1,11,20,16,19,18,26,46,69,80
ST00010984,4,9,8,15,29,34,41,56,56,50
ST00000351,8,11,7,13,14,24,36,40,51,62
ST00000713,6,5,14,24,25,45,46,55,47,50
ST00000998,5,11,12,8,19,25,32,40,44,62
ST00010386,7,17,17,17,25,39,45,33,44,56
ST00010387,5,11,24,18,27,32,46,44,42,50
ST00010611,1,4,10,25,37,54,45,43,47,65
ST00010666,2,9,17,29,40,35,39,65,54,65
ST00000629,2,6,9,18,31,46,43,54,51,46
ST00000636,1,5,15,27,41,46,43,45,54,57
ST00000637,2,6,9,28,36,51,47,46,52,67
ST00000744,1,5,12,18,39,40,43,43,43,55
ST00010390,3,9,24,11,23,32,21,37,35,43
ST00010391,4,16,11,29,20,24,37,34,40,44
ST00010392,3,9,9,6,15,30,18,27,35,34
ST00010647,1,6,11,16,19,23,17,35,29,44
ST00010665,2,7,10,11,21,25,15,36,29,41
ST00010807,1,3,17,21,17,20,27,36,31,51
ST00010813,7,15,21,16,24,31,43,40,36,37
ST00010891,1,13,9,21,22,26,23,28,41,45
ST00010977,2,11,23,23,24,38,38,48,35,50
ST00011018,8,11,26,12,27,28,50,31,44,43
ST00000213,1,3,13,26,31,13,34,22,47,51
ST00000461,8,13,23,12,27,33,46,34,42,46
ST00000777,2,9,21,14,24,29,24,34,36,45
ST00000887,4,12,16,26,25,30,42,39,41,45
ST00010393,5,10,9,11,17,24,28,28,27,39
ST00010394,4,4,9,9,6,16,30,25,25,32
ST00010395,3,3,9,7,10,16,19,28,33,24
ST00010396,0,13,17,17,20,24,30,33,32,29
ST00010397,5,10,9,14,13,19,34,28,27,35
ST00010721,4,9,8,6,14,19,28,29,25,36
ST00010765,2,10,16,16,12,20,41,30,25,33
ST00010795,2,12,18,17,19,28,30,35,30,39
ST00010819,5,11,9,11,19,24,36,21,30,39
ST00010842,4,7,8,7,7,22,30,27,29,31
ST00010910,4,6,12,16,16,20,29,32,30,28
ST00010999,6,6,11,5,15,30,25,27,28,37
ST00011030,3,1,11,6,11,11,27,28,23,35
ST00000383,5,9,9,8,13,24,30,32,24,38
ST00000482,4,10,11,5,24,25,29,23,29,43
ST00010990,1,3,4,9,18,16,12,12,7,35
ST00011027,2,1,5,9,14,16,14,9,17,22
ST00011028,1,2,7,12,6,14,11,17,18,25
ST00000131,2,3,3,10,13,19,9,14,16,20
ST00000535,2,3,4,8,8,13,13,27,16,17
ST00000539,1,5,9,8,11,20,14,9,18,33
ST00000726,0,3,3,5,13,12,21,20,18,16
ST00000859,2,2,4,8,7,17,15,23,15,19
ST00010973,4,4,9,15,10,12,20,32,29,25
ST00010974,4,4,2,11,9,15,11,18,23,28
ST00010975,1,7,9,7,14,13,17,19,33,25
ST00010985,1,7,8,9,15,12,14,21,32,27
ST00010986,0,6,6,11,14,16,11,16,19,26
ST00000370,4,4,1,11,9,16,11,17,24,28
ST00000538,1,7,9,15,9,8,22,21,33,28
ST00000633,2,4,3,4,14,8,12,16,22,25
ST00000767,4,3,4,15,7,17,11,15,31,30
ST00000892,0,4,4,1,6,13,13,16,15,24
ST00010967,3,9,5,13,13,14,20,33,31,20
ST00010961,2,3,14,25,21,34,25,20,26,23
ST00010962,3,3,9,27,23,27,23,21,26,25
ST00010963,1,8,14,24,33,22,26,22,22,39
ST00011024,1,9,10,12,21,24,37,17,16,29
ST00000467,3,10,5,13,12,14,23,32,32,18
ST00000468,3,10,5,14,11,15,22,30,34,18
ST00000469,4,5,9,9,15,23,27,25,33,15
ST00000537,0,7,14,13,13,20,20,30,24,22
ST00000541,3,7,8,10,19,25,32,25,21,23
ST00000647,1,5,14,14,22,36,25,20,19,25
ST00000648,1,8,6,20,19,17,27,23,21,29
ST00000716,3,4,12,20,20,28,24,22,25,31
ST00000842,2,8,6,8,20,32,19,33,19,24
ST00000893,3,4,9,25,21,27,22,22,24,20
ST00010964,2,5,11,18,23,29,28,23,21,26
ST00010965,2,4,12,24,12,23,21,37,32,23
ST00010966,2,8,12,15,13,23,23,32,33,24
ST00011025,0,4,9,23,19,23,22,31,26,29
ST00000591,0,2,8,8,7,10,13,15,10,15
ST00000592,0,4,7,10,9,8,17,13,15,17
ST00000593,1,3,9,6,8,10,14,19,22,19
ST00000888,3,2,4,7,11,13,16,15,25,16
ST00000594,3,4,6,3,7,9,11,8,14,11
ST00000843,2,6,3,6,5,11,7,12,12,15
ST00000595,0,1,5,9,10,3,9,13,12,12
ST00000596,5,4,6,7,8,4,9,17,15,17
ST00000597,1,8,3,7,2,10,9,16,9,17
ST00000698,1,6,10,12,4,5,11,12,13,28
ST00000722,2,3,10,2,6,14,4,13,11,12
ST00000728,2,5,12,6,6,7,9,13,18,22
ST00000736,4,5,5,7,4,12,6,16,14,16
ST00000737,4,5,5,7,4,12,6,16,14,16
ST00000738,4,5,5,7,4,12,6,16,14,16
ST00000739,4,5,7,5,7,9,10,14,17,21
ST00000761,2,9,4,4,8,8,11,8,13,14
ST00000498,1,4,7,9,7,17,9,9,9,23
ST00000598,0,3,5,6,9,25,8,14,10,22
ST00000769,1,4,6,15,10,10,7,8,22,20
ST00000768,2,4,5,12,9,14,8,9,15,20
ST00000873,0,7,1,8,18,13,14,19,17,16
ST00000599,1,1,12,12,8,17,14,13,18,27
ST00000727,0,5,7,13,10,14,12,18,21,18
ST00000729,1,2,6,14,9,18,22,26,23,16
ST00000770,2,7,7,9,13,20,29,25,32,18
ST00000871,1,4,10,10,8,12,34,21,20,21
ST00000872,2,7,10,5,14,20,22,36,26,17
ST00000601,1,0,2,1,2,5,7,7,6,6
ST00000602,1,1,0,3,1,6,6,10,6,5
ST00000603,1,1,1,7,2,7,7,17,17,17
ST00000604,1,1,1,5,3,6,7,11,16,19
ST00000662,0,1,1,1,5,4,10,5,7,11
ST00000605,0,3,3,1,5,8,13,15,23,18
ST00000606,2,1,0,4,3,6,15,14,14,26
ST00000607,2,0,2,6,2,13,8,18,20,28
ST00000608,2,0,2,6,2,11,10,18,19,25
ST00000666,0,1,8,11,11,14,23,18,25,38
ST00000858,0,0,5,6,11,13,23,22,12,20
ST00010358,3,6,7,1,4,6,5,12,12,11
ST00010359,3,7,6,4,6,7,17,8,7,10
ST00010360,4,7,3,4,4,6,5,14,12,7
ST00010361,6,4,5,5,5,4,9,14,10,12
ST00010362,1,7,6,4,5,7,7,11,17,12
ST00010363,0,5,7,4,3,2,6,7,11,14
ST00010436,0,4,7,6,4,11,6,9,7,4
ST00010456,3,8,5,5,6,6,16,8,8,10
ST00010469,0,7,6,2,4,6,9,7,10,8
ST00010470,4,5,7,1,4,6,6,12,12,12
ST00010473,0,1,3,8,3,3,3,3,7,10
ST00010603,2,7,7,7,5,12,12,5,7,12
ST00010694,0,4,10,7,8,10,9,6,7,3
ST00010328,2,9,3,4,6,4,11,11,7,9
ST00010364,4,8,8,6,5,8,7,8,5,8
ST00010366,1,8,13,7,8,9,6,7,4,6
ST00010367,1,2,11,10,16,13,11,9,5,5
ST00010368,0,3,9,12,12,12,10,12,8,4
ST00010369,1,6,8,7,7,9,13,18,6,12
ST00010372,2,2,5,10,6,9,8,6,5,5
ST00010373,2,13,4,7,5,9,7,8,5,9
ST00010374,2,5,11,8,9,8,14,11,7,3
ST00010435,1,7,10,12,9,11,9,3,6,7
ST00010439,2,10,11,1,12,8,11,4,9,5
ST00010440,6,6,7,4,8,6,8,5,7,9
ST00010454,3,5,11,7,14,10,9,4,8,5
ST00010459,2,7,8,4,9,4,7,6,6,12
ST00010474,3,5,13,6,5,10,5,17,4,8
ST00010479,0,0,7,4,14,11,9,3,2,7
ST00010487,0,3,5,8,8,5,4,11,11,10
ST00010494,3,6,6,7,4,10,3,7,6,7
ST00010495,0,4,10,13,13,7,10,3,5,9
ST00010499,1,2,7,8,16,5,16,16,12,10
ST00010500,3,1,3,5,10,5,10,7,6,4
ST00010501,0,3,2,1,4,12,9,11,5,3
ST00010522,0,1,7,3,10,6,8,2,5,8
ST00010593,5,3,9,6,6,7,5,8,6,5
ST00010594,4,3,13,7,5,5,10,15,8,6
ST00010431,3,7,11,6,10,8,10,5,3,9
ST00010441,4,5,7,4,12,2,6,7,6,12
ST00010695,0,1,7,9,10,19,13,18,11,12
ST00010696,2,5,11,9,2,4,8,14,10,8
ST00010781,0,7,10,6,7,12,14,7,11,6
ST00010913,0,3,7,5,10,18,9,8,13,10
ST00000190,1,2,8,2,8,14,12,7,11,10
ST00000217,0,5,10,10,12,8,4,3,10,2
ST00000216,1,1,3,4,6,8,7,7,12,10
ST00000411,3,7,10,7,4,5,10,7,14,6
ST00000679,1,2,11,9,16,13,7,13,6,4
ST00000680,1,8,11,5,5,5,11,7,3,6
ST00000681,3,7,9,6,6,5,8,6,5,5
ST00000682,1,3,1,3,5,11,7,9,7,6
ST00000683,2,2,4,5,10,4,10,8,7,2
ST00000684,1,2,7,3,7,14,13,7,11,11
ST00000685,1,1,2,4,7,8,7,7,13,9
ST00000932,0,3,1,6,11,7,14,13,7,13
ST00000686,0,0,5,8,6,6,8,6,16,21
ST00000687,0,1,1,2,6,5,7,7,12,10
ST00000688,0,1,1,5,3,7,10,15,23,18
ST00000844,0,1,0,2,2,4,5,8,9,10
ST00010658,1,3,1,2,3,6,5,14,9,16
ST00010659,0,3,2,2,6,2,4,2,6,10
ST00010660,0,2,0,4,4,6,5,8,12,15
ST00010661,1,3,3,1,6,10,13,10,11,6
ST00010662,0,3,1,3,3,1,2,4,4,5
ST00010663,0,2,7,7,7,8,11,12,14,8
ST00010677,0,3,3,5,2,4,3,4,9,13
ST00010678,1,3,2,2,8,12,10,10,9,6
ST00010679,2,3,0,6,10,12,11,12,6,7
ST00010699,0,1,2,1,2,3,3,1,5,3
ST00010715,1,3,3,3,7,7,14,8,14,5
ST00010751,1,3,1,3,8,5,18,8,17,10
ST00010752,1,3,1,2,5,5,4,14,10,16
ST00010760,0,1,10,5,14,14,11,8,8,17
ST00010761,1,1,3,6,12,8,15,9,5,9
ST00010762,0,1,2,4,5,5,3,7,6,13
ST00010774,0,4,1,6,6,5,9,14,10,14
ST00010858,1,2,2,7,7,6,15,7,13,16
ST00000205,0,3,2,3,4,1,5,3,6,8
ST00000928,1,3,1,2,8,7,14,8,17,13
