id,region
00010001,千代田区
00010003,千代田区
00010004,千代田区
00010005,千代田区
00010036,千代田区
00010138,千代田区
00010265,千代田区
00010735,千代田区
00010008,千代田区
00010009,千代田区
00010010,千代田区
00010011,千代田区
00010012,千代田区
00010028,千代田区
00010034,千代田区
00010038,千代田区
00010042,千代田区
00010485,千代田区
00010664,千代田区
00010716,千代田区
00010835,千代田区
00010836,千代田区
00010900,千代田区
00010935,千代田区
00010634,千代田区
00010969,千代田区
00011016,千代田区
00000168,千代田区
00000457,千代田区
00000490,千代田区
00010013,千代田区
00010014,千代田区
00010016,千代田区
00010017,千代田区
00010035,千代田区
00010020,千代田区
00010021,千代田区
00010022,千代田区
00010032,千代田区
00010037,千代田区
00010141,千代田区
00010143,千代田区
00010170,千代田区
00010171,千代田区
00010172,千代田区
00010173,千代田区
00010175,千代田区
00010194,千代田区
00010302,千代田区
00010303,千代田区
00010467,千代田区
00010468,千代田区
00010562,中央区
00010600,千代田区
00010645,千代田区
00010672,千代田区
00010874,千代田区
00010909,千代田区
00010949,千代田区
00011026,千代田区
00010023,千代田区
00010033,千代田区
00010024,千代田区
00010041,千代田区
00010148,千代田区
00010197,千代田区
00010513,千代田区
00010530,千代田区
00010851,千代田区
00000491,千代田区
00000631,千代田区
00010019,千代田区
00010025,千代田区
00010553,千代田区
00010776,千代田区
00010026,千代田区
00010027,千代田区
00010043,千代田区
00010044,千代田区
00010125,千代田区
00010126,千代田区
00010039,千代田区
00010426,千代田区
00010571,千代田区
00010572,千代田区
00010601,千代田区
00010613,千代田区
00010642,千代田区
00010768,千代田区
00010919,千代田区
00010906,千代田区
00010922,千代田区
00010936,千代田区
00011036,千代田区
00010047,中央区
00010048,中央区
00010049,中央区
00010050,中央区
00010051,中央区
00010052,中央区
00010064,中央区
00010130,中央区
00010137,中央区
00010139,中央区
00010123,中央区
00010226,中央区
00010316,中央区
00010447,中央区
00010551,中央区
00010564,中央区
00010622,中央区
00010828,中央区
00000286,中央区
00000497,中央区
00000565,中央区
00000712,中央区
00010053,中央区
00010054,中央区
00010055,中央区
00010056,中央区
00010057,中央区
00010066,中央区
00010067,中央区
00010068,中央区
00010214,中央区
00010216,中央区
00010539,中央区
00000384,中央区
00000407,中央区
00000480,中央区
00000764,中央区
00010045,中央区
00010058,中央区
00010161,中央区
00010117,中央区
00010169,中央区
00010413,中央区
00010641,中央区
00010614,中央区
00010442,中央区
00010952,中央区
00011021,中央区
00000123,中央区
00010059,中央区
00010046,中央区
00010060,中央区
00010061,中央区
00010062,中央区
00010157,中央区
00010162,中央区
00010163,中央区
00010327,中央区
00010339,中央区
00010352,中央区
00010708,中央区
00010764,中央区
00010879,中央区
00010934,中央区
00010978,中央区
00000161,中央区
00000237,中央区
00000635,中央区
00010069,港区
00010070,港区
00010072,港区
00010073,港区
00010077,港区
00010088,港区
00010087,港区
00010089,港区
00010075,港区
00010140,港区
00010145,港区
00010151,港区
00010192,港区
00010313,港区
00010353,港区
00010428,港区
00010429,港区
00010466,港区
00010577,港区
00010596,港区
00010607,港区
00010608,港区
00010620,港区
00010628,港区
00010633,港区
00010671,港区
00010720,港区
00010718,港区
00010731,港区
00010755,港区
00010837,港区
00010838,港区
00010868,港区
00010948,港区
00010942,港区
00010944,港区
00010940,港区
00010890,港区
00010443,港区
00010950,港区
00010981,港区
00011000,港区
00011034,港区
00011035,港区
00000135,港区
00000194,港区
00000196,港区
00000283,港区
00000704,港区
00000765,港区
00000760,港区
00010080,港区
00010082,港区
00010081,港区
00010131,港区
00010132,港区
00010124,港区
00010204,港区
00010205,港区
00010219,港区
00010252,港区
00010351,港区
00010356,港区
00010357,港区
00010438,港区
00010756,港区
00010800,港区
00010880,港区
00000181,港区
00000548,港区
00010127,港区
00010152,港区
00010153,港区
00010154,港区
00010165,港区
00010195,港区
00010198,港区
00010338,港区
00010375,港区
00010502,港区
00010503,港区
00010552,港区
00010609,港区
00010610,港区
00010719,港区
00010995,港区
00011013,港区
00000309,港区
00010210,港区
00010211,港区
00010444,港区
00010540,港区
00010825,港区
00010827,港区
00010947,港区
00010989,港区
00000437,港区
00000450,港区
00000706,港区
00010078,港区
00010079,港区
00010085,港区
00010086,港区
00010135,港区
00010150,港区
00010155,港区
00010156,港区
00010166,港区
00010177,港区
00010191,港区
00010203,港区
00010220,港区
00010221,港区
00010269,港区
00010305,港区
00010319,港区
00010321,港区
00010330,港区
00010355,港区
00010480,港区
00010544,港区
00010555,港区
00010576,港区
00010785,港区
00010833,港区
00010852,港区
00010865,港区
00010878,港区
00010884,港区
00010920,港区
00010970,港区
00010100,港区
00010106,港区
00010118,港区
00010119,港区
00000350,港区
00000399,港区
00000398,港区
00000519,港区
00000549,港区
00000707,港区
00000972,港区
00010178,新宿区
00010179,新宿区
00010180,新宿区
00010181,新宿区
00010336,新宿区
00010490,新宿区
00010514,新宿区
00010534,新宿区
00010625,新宿区
00010871,新宿区
00010885,新宿区
00000134,新宿区
00000153,新宿区
00000856,新宿区
00010217,新宿区
00010304,新宿区
00010329,新宿区
00010350,新宿区
00010422,新宿区
00010629,新宿区
00010644,新宿区
00010725,新宿区
00010821,新宿区
00010846,新宿区
00010914,新宿区
00000492,新宿区
00010280,新宿区
00010281,新宿区
00010460,新宿区
00010478,新宿区
00010726,新宿区
00010787,新宿区
00010853,新宿区
00000189,新宿区
00000318,新宿区
00000973,新宿区
00010693,新宿区
00010697,新宿区
00010698,新宿区
00010845,新宿区
00010895,新宿区
00010988,新宿区
00000109,新宿区
00000653,新宿区
00000931,新宿区
00010225,新宿区
00010282,新宿区
00010283,新宿区
00010292,新宿区
00010445,新宿区
00010588,新宿区
00010766,新宿区
00010811,新宿区
00010866,新宿区
00010184,新宿区
00010185,新宿区
00010186,新宿区
00010188,新宿区
00010296,新宿区
00010189,新宿区
00010190,新宿区
00010200,新宿区
00010201,新宿区
00010202,新宿区
00010284,新宿区
00010297,新宿区
00010298,新宿区
00010743,新宿区
00010744,新宿区
00010753,新宿区
00010767,新宿区
00010826,新宿区
00010917,新宿区
00010926,新宿区
00010956,新宿区
00010972,新宿区
00000212,新宿区
00000458,新宿区
00000459,新宿区
00010274,新宿区
00010307,新宿区
00010348,新宿区
00010409,新宿区
00010477,新宿区
00010575,新宿区
00010602,新宿区
00010709,新宿区
00010850,新宿区
00010737,新宿区
00000319,新宿区
00000371,新宿区
00010227,文京区
00010228,文京区
00010229,文京区
00010230,文京区
00010231,文京区
00010232,文京区
00010233,文京区
00010340,文京区
00010497,文京区
00010528,文京区
00010550,文京区
00010784,文京区
00000277,文京区
00000721,文京区
00010234,文京区
00010235,文京区
00010236,文京区
00010238,文京区
00010326,文京区
00010505,文京区
00010526,文京区
00010527,文京区
00010589,文京区
00000649,文京区
00010239,文京区
00010240,文京区
00010241,文京区
00010585,文京区
00010627,文京区
00000870,文京区
00010242,文京区
00010243,文京区
00010250,文京区
00010273,文京区
00010318,文京区
00010320,文京区
00010411,文京区
00010536,文京区
00010566,文京区
00010597,文京区
00010734,文京区
00000857,文京区
00010244,文京区
00010245,文京区
00010246,文京区
00010247,文京区
00010248,文京区
00010346,文京区
00010347,文京区
00010483,文京区
00010583,文京区
00010584,文京区
00010598,文京区
00010599,文京区
00010648,文京区
00010649,文京区
00010745,文京区
00010777,文京区
00010778,文京区
00010798,文京区
00010799,文京区
00010820,文京区
00010830,文京区
00010855,文京区
00010882,文京区
00010908,文京区
00010976,文京区
00011004,台東区
00000575,文京区
00000796,文京区
00000909,墨田区
00000911,墨田区
00000974,墨田区
00000916,墨田区
00000917,墨田区
00000915,墨田区
00000910,墨田区
00000914,墨田区
00000912,墨田区
00000913,墨田区
00010092,江東区
00010093,江東区
00010094,江東区
00000410,江東区
00010096,江東区
00010097,江東区
00010098,江東区
00010099,江東区
00010101,江東区
00010769,江東区
00010710,江東区
00010711,江東区
00010727,江東区
00010728,江東区
00010729,江東区
00010730,江東区
00010763,江東区
00010732,江東区
00010733,江東区
00010102,江東区
00010739,江東区
00010746,江東区
00010794,江東区
00010803,江東区
00010804,江東区
00010809,江東区
00010810,江東区
00010815,江東区
00010831,江東区
00010847,江東区
00010848,江東区
00010859,江東区
00010860,江東区
00010870,江東区
00010894,江東区
00010898,江東区
00010899,江東区
00010104,江東区
00010903,江東区
00010904,江東区
00010905,江東区
00010915,江東区
00010916,江東区
00010923,江東区
00010924,江東区
00010943,江東区
00010979,江東区
00010980,江東区
00010724,江東区
00010996,江東区
00011010,江東区
00011008,江東区
00000386,江東区
00011011,江東区
00011012,江東区
00011017,江東区
00000124,江東区
00000125,江東区
00000126,江東区
00000127,江東区
00000162,江東区
00000163,江東区
00000206,江東区
00000207,江東区
00000435,江東区
00000381,江東区
00000387,江東区
00011007,江東区
00000380,江東区
00010107,江東区
00010095,江東区
00000436,江東区
00000702,江東区
00000703,江東区
00000730,江東区
00000731,江東区
00000749,江東区
00000759,江東区
00000790,江東区
00010108,江東区
00000791,江東区
00000894,江東区
00000905,江東区
00000906,江東区
00000997,江東区
00010109,江東区
00010110,江東区
00010111,江東区
00010112,江東区
00010780,江東区
00010114,江東区
00010120,江東区
00010121,江東区
00010122,江東区
00010147,江東区
00010074,江東区
00010076,江東区
00010115,江東区
00010116,江東区
00010167,江東区
00010174,江東区
00010193,江東区
00010196,江東区
00010206,江東区
00010207,江東区
00010209,江東区
00010212,江東区
00010213,江東区
00010215,江東区
00010223,江東区
00010224,江東区
00010264,江東区
00010266,江東区
00010271,江東区
00010272,江東区
00010275,江東区
00010276,江東区
00010277,江東区
00010278,江東区
00010293,江東区
00010294,江東区
00010299,江東区
00010300,江東区
00010301,江東区
00010308,江東区
00010309,江東区
00010311,江東区
00010312,江東区
00010317,江東区
00010343,江東区
00010344,江東区
00010345,江東区
00010354,江東区
00010406,江東区
00010412,江東区
00010434,江東区
00010423,江東区
00010472,江東区
00010484,江東区
00010496,江東区
00010504,江東区
00010512,江東区
00010535,江東区
00010427,江東区
00010558,江東区
00010561,江東区
00010557,江東区
00010556,江東区
00010619,江東区
00010630,江東区
00010646,江東区
00010650,江東区
00010651,江東区
00010701,江東区
00010702,江東区
00010703,江東区
00010704,江東区
00010705,江東区
00010706,江東区
00010707,江東区
00010414,品川区
00010415,品川区
00010416,品川区
00010417,品川区
00010419,品川区
00010420,品川区
00010421,品川区
00010461,品川区
00010462,品川区
00010463,品川区
00010464,品川区
00010465,品川区
00010515,品川区
00010516,品川区
00010517,品川区
00010518,品川区
00010519,品川区
00010524,品川区
00010529,品川区
00010531,品川区
00010532,品川区
00010567,品川区
00010568,品川区
00010569,品川区
00010578,品川区
00010579,品川区
00010580,品川区
00010581,品川区
00010582,品川区
00010615,品川区
00010617,品川区
00010618,品川区
00010623,品川区
00010624,品川区
00010640,品川区
00010656,品川区
00010657,品川区
00010668,品川区
00010669,品川区
00010680,品川区
00010741,品川区
00010742,品川区
00010748,品川区
00010749,品川区
00010750,品川区
00010754,品川区
00010757,品川区
00010759,品川区
00010770,品川区
00010740,品川区
00010771,品川区
00010772,品川区
00010782,品川区
00010783,品川区
00010786,品川区
00010812,品川区
00010824,品川区
00010829,品川区
00010841,品川区
00010856,品川区
00010861,品川区
00010862,品川区
00010883,品川区
00010892,品川区
00010893,品川区
00010907,品川区
00010911,品川区
00010918,品川区
00010927,品川区
00010928,品川区
00010933,品川区
00010937,品川区
00010938,品川区
00010939,品川区
00010957,品川区
00010953,品川区
00010968,品川区
00010992,品川区
00010993,品川区
00000180,品川区
00000470,品川区
00000566,品川区
00000567,品川区
00000576,品川区
00000886,品川区
00000902,品川区
00000930,品川区
00010684,目黒区
00010685,目黒区
00010686,渋谷区
00010687,目黒区
00010688,目黒区
00010689,目黒区
00010690,目黒区
00010691,目黒区
00010700,目黒区
00010717,目黒区
00010159,目黒区
00010789,目黒区
00010790,目黒区
00010791,目黒区
00010792,目黒区
00010793,目黒区
00010796,目黒区
00010801,目黒区
00010805,目黒区
00010806,目黒区
00010834,目黒区
00010839,目黒区
00010869,目黒区
00010886,目黒区
00010887,目黒区
00010888,目黒区
00010889,目黒区
00010897,目黒区
00010983,目黒区
00011005,世田谷区
00011023,目黒区
00011032,目黒区
00011033,目黒区
00000132,目黒区
00000146,目黒区
00000147,目黒区
00000151,目黒区
00000156,目黒区
00000157,目黒区
00000158,目黒区
00000372,目黒区
00000487,目黒区
00000611,目黒区
00000612,目黒区
00000613,目黒区
00000618,目黒区
00000667,目黒区
00000668,目黒区
00000669,目黒区
00000763,目黒区
00000776,目黒区
00000903,目黒区
00000963,目黒区
00000904,目黒区
00010285,大田区
00010286,大田区
00010287,大田区
00010288,大田区
00010289,大田区
00010290,大田区
00010310,大田区
00010314,大田区
00010315,大田区
00000199,大田区
00000200,大田区
00000201,大田区
00000232,大田区
00000233,大田区
00000234,大田区
00000246,大田区
00000269,大田区
00000270,大田区
00000271,大田区
00010322,大田区
00000272,大田区
00000273,大田区
00000291,大田区
00000301,大田区
00000302,大田区
00000303,大田区
00000375,大田区
00000376,大田区
00000453,大田区
00000547,大田区
00000643,川崎区
00000644,中原区
00000645,中原区
00000652,大田区
00000377,大田区
00000378,大田区
00000705,大田区
00000855,大田区
00000869,大田区
00000962,大田区
00000978,大田区
00000977,大田区
00000996,大田区
00000995,大田区
00010332,大田区
00010333,大田区
00010334,大田区
00010398,大田区
00010399,大田区
00010400,大田区
00010401,大田区
00010402,大田区
00010403,大田区
00010432,大田区
00010433,大田区
00010450,大田区
00010451,大田区
00010452,大田区
00010453,大田区
00010457,大田区
00010475,大田区
00010476,大田区
00010482,大田区
00010488,大田区
00010489,大田区
00010508,大田区
00010509,大田区
00010510,大田区
00010511,大田区
00010520,大田区
00010521,大田区
00010533,大田区
00010548,大田区
00010549,大田区
00010029,大田区
00010586,大田区
00010587,大田区
00010604,大田区
00010605,大田区
00010606,大田区
00010616,大田区
00010631,大田区
00010632,大田区
00010652,大田区
00010653,大田区
00010654,大田区
00010674,大田区
00010676,大田区
00010683,大田区
00010712,大田区
00010713,大田区
00010714,大田区
00010747,大田区
00010773,大田区
00010802,大田区
00010816,大田区
00010817,大田区
00010818,大田区
00010844,大田区
00010849,大田区
00010864,大田区
00010901,大田区
00010902,大田区
00010929,大田区
00010930,大田区
00010931,大田区
00010941,大田区
00010945,大田区
00010946,大田区
00010951,大田区
00010987,大田区
00011001,大田区
00011002,大田区
00011003,大田区
00011014,大田区
00011015,大田区
00011019,大田区
00011020,大田区
00011031,大田区
00000152,大田区
00000197,大田区
00000198,大田区
00010376,渋谷区
00010377,渋谷区
00010378,渋谷区
00010379,渋谷区
00010380,渋谷区
00010381,渋谷区
00010542,渋谷区
00010667,渋谷区
00011029,渋谷区
00000784,渋谷区
00010382,渋谷区
00010383,渋谷区
00010384,渋谷区
00010492,渋谷区
00010493,渋谷区
00010543,渋谷区
00010722,渋谷区
00010723,渋谷区
00010808,渋谷区
00010843,渋谷区
00010873,渋谷区
00010881,渋谷区
00010984,渋谷区
00000351,渋谷区
00000713,渋谷区
00000998,渋谷区
00010386,渋谷区
00010387,渋谷区
00010611,渋谷区
00010666,渋谷区
00000629,渋谷区
00000636,渋谷区
00000637,渋谷区
00000744,渋谷区
00010390,渋谷区
00010391,渋谷区
00010392,渋谷区
00010647,渋谷区
00010665,渋谷区
00010807,渋谷区
00010813,渋谷区
00010891,渋谷区
00010977,渋谷区
00011018,渋谷区
00000213,渋谷区
00000461,渋谷区
00000777,渋谷区
00000887,渋谷区
00010393,渋谷区
00010394,渋谷区
00010395,渋谷区
00010396,渋谷区
00010397,渋谷区
00010721,渋谷区
00010765,渋谷区
00010795,渋谷区
00010819,渋谷区
00010842,渋谷区
00010910,渋谷区
00010999,渋谷区
00011030,渋谷区
00000383,渋谷区
00000482,渋谷区
00010990,中野区
00011027,中野区
00011028,中野区
00000131,中野区
00000535,中野区
00000539,中野区
00000726,中野区
00000859,中野区
00010973,中野区
00010974,中野区
00010975,中野区
00010985,中野区
00010986,中野区
00000370,中野区
00000538,中野区
00000633,中野区
00000767,中野区
00000892,練馬区
00010967,中野区
00010961,中野区
00010962,中野区
00010963,中野区
00011024,中野区
00000467,中野区
00000468,中野区
00000469,中野区
00000537,中野区
00000541,中野区
00000647,中野区
00000648,中野区
00000716,中野区
00000842,中野区
00000893,中野区
00010964,中野区
00010965,中野区
00010966,中野区
00011025,中野区
00000591,杉並区
00000592,杉並区
00000593,杉並区
00000888,杉並区
00000594,杉並区
00000843,杉並区
00000595,杉並区
00000596,杉並区
00000597,杉並区
00000698,杉並区
00000722,杉並区
00000728,杉並区
00000736,杉並区
00000737,杉並区
00000738,杉並区
00000739,杉並区
00000761,杉並区
00000498,杉並区
00000598,杉並区
00000769,杉並区
00000768,杉並区
00000873,杉並区
00000599,杉並区
00000727,杉並区
00000729,杉並区
00000770,杉並区
00000871,杉並区
00000872,杉並区
00000601,杉並区
00000602,杉並区
00000603,杉並区
00000604,杉並区
00000662,杉並区
00000605,杉並区
00000606,杉並区
00000607,杉並区
00000608,杉並区
00000666,杉並区
00000858,杉並区
00010358,練馬区
00010359,練馬区
00010360,練馬区
00010361,練馬区
00010362,練馬区
00010363,練馬区
00010436,練馬区
00010456,練馬区
00010469,練馬区
00010470,練馬区
00010473,練馬区
00010603,練馬区
00010694,練馬区
00010328,練馬区
00010364,練馬区
00010366,練馬区
00010367,練馬区
00010368,練馬区
00010369,練馬区
00010372,練馬区
00010373,練馬区
00010374,練馬区
00010435,練馬区
00010439,練馬区
00010440,練馬区
00010454,練馬区
00010459,練馬区
00010474,練馬区
00010479,練馬区
00010487,練馬区
00010494,練馬区
00010495,練馬区
00010499,練馬区
00010500,練馬区
00010501,練馬区
00010522,練馬区
00010593,練馬区
00010594,練馬区
00010431,練馬区
00010441,練馬区
00010695,練馬区
00010696,練馬区
00010781,練馬区
00010913,練馬区
00000190,練馬区
00000217,練馬区
00000216,練馬区
00000411,練馬区
00000679,練馬区
00000680,練馬区
00000681,練馬区
00000682,練馬区
00000683,練馬区
00000684,練馬区
00000685,練馬区
00000932,練馬区
00000686,練馬区
00000687,練馬区
00000688,練馬区
00000844,練馬区
00010658,川崎区
00010659,川崎区
00010660,川崎区
00010661,川崎区
00010662,川崎区
00010663,川崎区
00010677,川崎区
00010678,川崎区
00010679,川崎区
00010699,川崎区
00010715,川崎区
00010751,川崎区
00010752,川崎区
00010760,川崎区
00010761,川崎区
00010762,川崎区
00010774,川崎区
00010858,川崎区
00000205,川崎区
00000928,川崎区
